tstamp2,KW,CHWTON,HTmmBTU,Temperature,Wind Speed,Wind Direction,Surface Albedo,Pressure,Precipitable Water,Solar Zenith Angle,Relative Humidity,Dew Point,Cloud Type
2023-01-01T00:00:00.000,11139.1,3097.37,7.97,15.600000000000001,0.9,98,0.17,966,1.8,85.19,62.5,8.5,6
2023-01-01T01:00:00.000,10981.6,3075.17,7.6,14.600000000000001,1,93,0.17,966,1.7000000000000002,96.44,64.29,7.9,6
2023-01-01T02:00:00.000,10916.1,3011.79,7.82,14,1.1,94,0.17,966,1.7000000000000002,108.22,65.52,7.6000000000000005,6
2023-01-01T03:00:00.000,10873.6,2956.7,7.87,13.3,1.2000000000000002,99,0.17,966,1.7000000000000002,120.43,67.63,7.4,6
2023-01-01T04:00:00.000,10249.58,2861.86,8,12.8,1.3,108,0.17,965,1.7000000000000002,132.88,69.3,7.300000000000001,6
2023-01-01T05:00:00.000,11086.98,3019.06,8.29,12.4,1.3,118,0.17,965,1.7000000000000002,145.37,70.88,7.300000000000001,6
2023-01-01T06:00:00.000,11869.65,3268.84,8.3,12.200000000000001,1.4000000000000001,126,0.17,964,1.8,157.48,71.59,7.2,6
2023-01-01T07:00:00.000,11935.8,3385.83,8.34,12.200000000000001,1.5,133,0.17,964,1.8,167.56,71.78,7.300000000000001,6
2023-01-01T08:00:00.000,11991.35,3400.39,8.49,12.100000000000001,1.8,135,0.17,964,2,167.81,72.25,7.300000000000001,6
2023-01-01T09:00:00.000,11961.98,3431.7,8.18,12.200000000000001,1.9000000000000001,130,0.17,963,2.2,157.89000000000001,71.59,7.2,6
2023-01-01T10:00:00.000,11965.78,3472.9,8.09,12.3,2,125,0.17,962,2.3000000000000003,145.8,70.93,7.2,6
2023-01-01T11:00:00.000,12017.45,3534.35,8.33,12.600000000000001,2.1,126,0.17,961,2.4000000000000004,133.31,69.5,7.2,6
2023-01-01T12:00:00.000,12074.73,3566.34,7.78,12.700000000000001,2.1,135,0.17,961,2.4000000000000004,120.85000000000001,69.5,7.300000000000001,6
2023-01-01T13:00:00.000,12050.2,3620.82,7.78,13.100000000000001,2.9000000000000004,156,0.17,961,2.5,108.62,71.05,8,6
2023-01-01T14:00:00.000,12165.5,3631.58,7.81,13.3,4.2,173,0.17,961,2.6,96.82000000000001,76.69,9.3,6
2023-01-01T15:00:00.000,12007.03,3327.27,8.14,13,4.9,169,0.17,961,2.7,85.52,84.12,10.4,6
2023-01-01T16:00:00.000,11911.15,3066.81,8.66,13,5.6000000000000005,169,0.17,961,2.7,75.5,88.38,11.100000000000001,6
2023-01-01T17:00:00.000,11479.15,2815.7,9.53,13.8,6.300000000000001,175,0.17,961,2.6,66.89,87.36,11.700000000000001,6
2023-01-01T18:00:00.000,11111.75,2645.38,9.74,14.9,7,188,0.17,960,2.6,60.42,83.42,12.100000000000001,6
2023-01-01T19:00:00.000,11217.72,2606.98,9.6,15.4,7,199,0.17,959,2.5,56.86,82.3,12.4,3
2023-01-01T20:00:00.000,11505.05,2572.62,9.54,15.700000000000001,6.2,201,0.17,958,2.2,56.78,81.58,12.600000000000001,3
2023-01-01T21:00:00.000,11204.55,2598.48,9.51,15.700000000000001,6.300000000000001,215,0.17,958,1.9000000000000001,60.19,76.64,11.600000000000001,3
2023-01-01T22:00:00.000,10698.63,2415.41,9.49,14.9,6.1000000000000005,226,0.17,958,1.7000000000000002,66.54,70.56,9.600000000000001,3
2023-01-01T23:00:00.000,10432.45,2318.18,9.3,13.700000000000001,4.4,225,0.17,959,1.5,75.08,68.58,8,3
2023-01-02T00:00:00.000,10727.65,2314.98,8.77,11.9,2.6,218,0.17,959,1.4000000000000001,85.05,74.91,7.6000000000000005,3
2023-01-02T01:00:00.000,10685.65,2278.1,8.82,10.8,2.2,209,0.17,960,1.5,96.31,79.24,7.300000000000001,3
2023-01-02T02:00:00.000,10674.65,2278.49,9.11,10.3,2.4000000000000004,201,0.17,961,1.5,108.08,80.91,7.2,3
2023-01-02T03:00:00.000,10743.4,2237.34,9.42,9.9,2.8000000000000003,199,0.17,961,1.5,120.29,82.84,7.1000000000000005,3
2023-01-02T04:00:00.000,10981.47,2283.11,10.08,9.5,2.9000000000000004,204,0.17,962,1.5,132.75,85.05,7.1000000000000005,3
2023-01-02T05:00:00.000,11511.68,2351.81,10.61,8.9,2.4000000000000004,211,0.17,962,1.4000000000000001,145.23,87.27,6.9,3
2023-01-02T06:00:00.000,12486.53,2531.17,10.74,7.800000000000001,1.8,215,0.17,962,1.4000000000000001,157.35,90.17,6.300000000000001,3
2023-01-02T07:00:00.000,12455.58,2629.72,11.19,7,1.6,214,0.17,963,1.4000000000000001,167.43,91.82000000000001,5.800000000000001,3
2023-01-02T08:00:00.000,11871.63,2592.75,10.92,6.5,1.5,208,0.17,963,1.4000000000000001,167.79,91.48,5.2,3
2023-01-02T09:00:00.000,11856.65,2547.19,9.69,6.4,1.5,199,0.17,963,1.5,157.93,90.69,5,3
2023-01-02T10:00:00.000,11977.38,2637.26,9.2,6.6000000000000005,1.6,189,0.17,963,1.5,145.85,90.75,5.2,3
2023-01-02T11:00:00.000,12187.33,2889.02,8.49,7,2,182,0.17,963,1.6,133.37,90.38,5.5,3
2023-01-02T12:00:00.000,12346.55,3061.54,8.37,7.2,2.1,179,0.17,963,1.6,120.91,90.69,5.800000000000001,3
2023-01-02T13:00:00.000,12381.23,3036.25,8.43,7.300000000000001,2,181,0.17,964,1.6,108.68,91.36,6,3
2023-01-02T14:00:00.000,12194,3059.93,8.38,7.5,1.9000000000000001,193,0.17,965,1.6,96.87,91.36,6.2,3
2023-01-02T15:00:00.000,12171.65,3022.53,8.87,8.200000000000001,2.6,210,0.17,965,1.5,85.54,88.89,6.5,3
2023-01-02T16:00:00.000,12062.82,2977.45,9.42,9.3,3,219,0.17,966,1.5,75.51,84.84,6.9,3
2023-01-02T17:00:00.000,12044.32,2949.67,9.29,10.9,3.3000000000000003,229,0.17,967,1.4000000000000001,66.87,77.38,7.1000000000000005,3
2023-01-02T18:00:00.000,12037.85,2794.05,9.76,12.200000000000001,3.9000000000000004,239,0.17,967,1.4000000000000001,60.38,68.18,6.5,3
2023-01-02T19:00:00.000,11526.33,2715.78,10.09,12.600000000000001,4.2,246,0.17,966,1.4000000000000001,56.79,61.83,5.5,6
2023-01-02T20:00:00.000,10984.8,2604.21,9.64,12.8,4,252,0.17,966,1.4000000000000001,56.68,57.39,4.6000000000000005,6
2023-01-02T21:00:00.000,11017.48,2501.72,9.4,12.8,3.6,252,0.17,966,1.3,60.07,55.120000000000005,4,3
2023-01-02T22:00:00.000,11169.75,2547.08,9.02,12.700000000000001,3.1,250,0.17,966,1.3,66.41,54.31,3.7,3
2023-01-02T23:00:00.000,10870.17,2389.65,9.03,11.8,1.5,246,0.17,966,1.3,74.94,63.230000000000004,5,6
2023-01-03T00:00:00.000,10967.85,2390.72,8.61,9.9,0.9,229,0.17,967,1.3,84.91,71.4,5,6
2023-01-03T01:00:00.000,11128.5,2403.59,8.64,9.5,0.9,203,0.17,967,1.2000000000000002,96.17,67.99,3.9000000000000004,3
2023-01-03T02:00:00.000,11126.45,2358.72,8.64,9,1,196,0.17,968,1.3,107.95,68.31,3.5,6
2023-01-03T03:00:00.000,10967.9,2418.02,9.14,8.6,1,183,0.17,968,1.3,120.16,70.04,3.4000000000000004,6
2023-01-03T04:00:00.000,11140.63,2391.97,9.5,8,1.1,175,0.17,968,1.3,132.61,72.07000000000001,3.3000000000000003,6
2023-01-03T05:00:00.000,11793.37,2436,10.45,7.5,1,168,0.17,968,1.3,145.09,76.73,3.7,6
2023-01-03T06:00:00.000,12299.55,2553.86,10.72,7.2,1.1,172,0.17,968,1.4000000000000001,157.21,78.14,3.6,6
2023-01-03T07:00:00.000,12827.13,2815.57,11.06,6.9,1.1,182,0.17,968,1.4000000000000001,167.3,80.39,3.8000000000000003,6
2023-01-03T08:00:00.000,12617.88,2783.46,10.71,6.5,1.1,191,0.17,968,1.5,167.76,81.63,3.6,6
2023-01-03T09:00:00.000,12817.5,2783.68,9.77,6.1000000000000005,1.1,194,0.17,969,1.5,157.97,82.32000000000001,3.3000000000000003,6
2023-01-03T10:00:00.000,12357.05,2895.43,9.29,6.1000000000000005,1.1,189,0.17,969,1.4000000000000001,145.91,82.28,3.3000000000000003,3
2023-01-03T11:00:00.000,12327.95,3105.8,8.52,5.9,1.1,187,0.17,968,1.4000000000000001,133.43,83.59,3.3000000000000003,3
2023-01-03T12:00:00.000,12505.02,3459.6,8.62,5.9,1,187,0.17,968,1.4000000000000001,120.96000000000001,83.93,3.4000000000000004,3
2023-01-03T13:00:00.000,12518.73,3550.63,8.7,5.9,0.9,180,0.17,969,1.5,108.72,85.10000000000001,3.6,3
2023-01-03T14:00:00.000,12533.5,3807.41,8.1,5.9,0.8,175,0.17,970,1.5,96.9,87.43,4,3
2023-01-03T15:00:00.000,12375.73,3746.74,8.2,7.5,1,174,0.17,971,1.6,85.57000000000001,85.93,5.300000000000001,3
2023-01-03T16:00:00.000,12199.25,3806.7,8.27,9.3,1.7000000000000002,177,0.17,971,1.5,75.51,78.15,5.7,3
2023-01-03T17:00:00.000,12761.85,3715.79,8.8,11.4,1.9000000000000001,214,0.17,972,1.4000000000000001,66.85,67.85,5.7,3
2023-01-03T18:00:00.000,12421.08,3609.53,8.89,12.8,2.3000000000000003,233,0.17,972,1.4000000000000001,60.33,57.92,4.7,3
2023-01-03T19:00:00.000,12115.58,3385.57,9.64,13.8,2.5,246,0.17,971,1.3,56.71,51.85,4.1000000000000005,3
2023-01-03T20:00:00.000,10961.83,3057.77,9.39,14.700000000000001,2.5,255,0.17,970,1.3,56.57,47.980000000000004,3.8000000000000003,3
2023-01-03T21:00:00.000,12170.6,3079.16,9.25,15.100000000000001,2.2,263,0.17,970,1.2000000000000002,59.94,46.49,3.7,3
2023-01-03T22:00:00.000,13784.55,2853.09,9.18,15,1.9000000000000001,276,0.17,970,1.2000000000000002,66.27,47.01,3.8000000000000003,3
2023-01-03T23:00:00.000,13409.6,2734.01,8.66,13.9,1,292,0.17,970,1.2000000000000002,74.79,57.07,5.5,6
2023-01-04T00:00:00.000,13218.8,2653.76,8.59,11.700000000000001,0.6000000000000001,19,0.17,971,1.2000000000000002,84.77,62.28,4.7,6
2023-01-04T01:00:00.000,13129.65,2626.86,8.45,10.100000000000001,0.9,56,0.17,972,1.2000000000000002,96.03,66.97,4.2,6
2023-01-04T02:00:00.000,13047.08,2612.43,8.8,9.200000000000001,1,67,0.17,973,1.3,107.8,71.3,4.3,6
2023-01-04T03:00:00.000,12887.35,2575.83,8.81,9,1.1,78,0.17,973,1.3,120.02,73.98,4.6000000000000005,6
2023-01-04T04:00:00.000,13073.13,2600.43,9.33,8.8,1.3,83,0.17,973,1.3,132.47,75.25,4.7,6
2023-01-04T05:00:00.000,13002.48,2855.38,10.33,8.6,1.4000000000000001,89,0.17,973,1.4000000000000001,144.96,76.03,4.6000000000000005,6
2023-01-04T06:00:00.000,12483.73,2887.82,10.51,8.200000000000001,1.5,97,0.17,973,1.4000000000000001,157.07,77.29,4.5,6
2023-01-04T07:00:00.000,12104.35,3044.95,10.72,7.9,1.2000000000000002,94,0.17,974,1.5,167.16,78.37,4.4,6
2023-01-04T08:00:00.000,12203.33,3071.92,10.64,8.3,1.1,94,0.17,973,1.5,167.72,77.13,4.5,6
2023-01-04T09:00:00.000,12528.92,3162.82,9.48,8.4,1.1,94,0.17,973,1.5,158,76.47,4.5,6
2023-01-04T10:00:00.000,13019.42,3240.02,8.8,8.6,1.1,96,0.17,973,1.5,145.96,75.71000000000001,4.6000000000000005,6
2023-01-04T11:00:00.000,13331.58,3516.44,8.06,8.4,1.1,96,0.17,973,1.5,133.48,75.81,4.4,6
2023-01-04T12:00:00.000,13500.32,3857.76,7.91,8,1.2000000000000002,85,0.17,973,1.5,121.01,76.59,4.1000000000000005,6
2023-01-04T13:00:00.000,13579.88,4010.73,7.75,7.9,1.4000000000000001,73,0.17,974,1.5,108.77,76.37,4,6
2023-01-04T14:00:00.000,13581.8,4277.53,7.22,8.1,1.6,71,0.17,975,1.5,96.93,75.27,4,6
2023-01-04T15:00:00.000,13488.25,4475.51,7.51,9.9,2.2,76,0.17,975,1.5,85.58,68.44,4.4,6
2023-01-04T16:00:00.000,13279.63,4482.96,7.62,11.5,2.9000000000000004,79,0.17,975,1.5,75.51,61.5,4.4,6
2023-01-04T17:00:00.000,12669.73,4232.41,7.62,14,2.6,84,0.17,976,1.6,66.82000000000001,52.01,4.3,6
2023-01-04T18:00:00.000,11926.08,3784.18,7.97,16.8,2,99,0.17,976,1.7000000000000002,60.27,42.69,4,6
2023-01-04T19:00:00.000,11563.52,3603.88,8.25,18.2,1.2000000000000002,106,0.17,974,1.8,56.620000000000005,39.58,4.2,6
2023-01-04T20:00:00.000,12221.05,3393.95,8.51,18.8,0.7000000000000001,95,0.17,973,1.8,56.46,38.25,4.3,6
2023-01-04T21:00:00.000,13117.95,3333.75,8.33,19,0.5,74,0.17,973,1.8,59.800000000000004,37.31,4.1000000000000005,6
2023-01-04T22:00:00.000,14126,3056.06,8.19,18.8,0.4,33,0.17,972,1.7000000000000002,66.13,37.050000000000004,3.8000000000000003,0
2023-01-04T23:00:00.000,13732.05,2962.14,8.21,17.6,0.4,16,0.17,972,1.6,74.65,45.86,5.800000000000001,0
2023-01-05T00:00:00.000,13658.2,2931.62,7.87,15.600000000000001,0.6000000000000001,11,0.17,972,1.6,84.63,48.050000000000004,4.6000000000000005,0
2023-01-05T01:00:00.000,13420.05,2761.3,7.96,14.100000000000001,0.9,18,0.17,973,1.4000000000000001,95.88,51.18,4.2,0
2023-01-05T02:00:00.000,13387.55,2783.43,8.13,12.700000000000001,1.2000000000000002,30,0.17,973,1.4000000000000001,107.66,55.34,4,6
2023-01-05T03:00:00.000,13258.38,2752.56,8.37,11.100000000000001,1.3,43,0.17,974,1.3,119.88,61.58,4,6
2023-01-05T04:00:00.000,13481,2778.93,8.83,10,1.4000000000000001,55,0.17,974,1.2000000000000002,132.33,64.89,3.7,6
2023-01-05T05:00:00.000,13976.2,2854.06,9.86,9.200000000000001,1.4000000000000001,67,0.17,973,1.2000000000000002,144.82,66.62,3.3000000000000003,6
2023-01-05T06:00:00.000,14018.03,3045.07,10.02,8.700000000000001,1.5,77,0.17,973,1.1,156.92000000000002,67.07000000000001,2.9000000000000004,6
2023-01-05T07:00:00.000,13272.05,3237.63,10.31,8.3,1.6,83,0.17,973,1.1,167.01,67.19,2.6,6
2023-01-05T08:00:00.000,12796.97,3166.14,9.92,7.9,1.7000000000000002,87,0.17,973,1.1,167.67000000000002,67.24,2.2,0
2023-01-05T09:00:00.000,13145.13,3229.66,9.01,7.6000000000000005,1.9000000000000001,87,0.17,972,1.1,158.03,66.98,1.9000000000000001,0
2023-01-05T10:00:00.000,13486.4,3400.66,9.09,7.5,2.1,85,0.17,972,1,146,66.06,1.6,0
2023-01-05T11:00:00.000,13676.05,3671.32,8.14,7.5,2.4000000000000004,81,0.17,972,1,133.53,64.57000000000001,1.3,0
2023-01-05T12:00:00.000,13764.58,3820.38,8.27,7.300000000000001,2.4000000000000004,80,0.17,972,1,121.06,64.67,1.1,3
2023-01-05T13:00:00.000,13860.4,3876.43,7.77,7.1000000000000005,2.4000000000000004,83,0.17,972,0.9,108.8,65.51,1.1,3
2023-01-05T14:00:00.000,13934.13,4079.67,7.38,7.300000000000001,2.5,87,0.17,972,0.9,96.96000000000001,64.99,1.1,6
2023-01-05T15:00:00.000,13762.7,4208.34,7.4,10.100000000000001,3.5,91,0.17,972,0.9,85.59,55.45,1.6,6
2023-01-05T16:00:00.000,13491.63,4148.06,7.99,12.700000000000001,3.8000000000000003,92,0.17,973,1,75.5,47.62,1.9000000000000001,6
2023-01-05T17:00:00.000,12321.6,3894.87,8.45,15.700000000000001,3.9000000000000004,113,0.17,973,1,66.79,38.72,1.7000000000000002,3
2023-01-05T18:00:00.000,12075.35,3904.69,8.81,18.2,3.7,133,0.17,972,1,60.21,31.84,1.2000000000000002,3
2023-01-05T19:00:00.000,11861.85,3772.31,8.43,19.8,3.3000000000000003,155,0.17,971,1,56.53,28.02,0.8,3
2023-01-05T20:00:00.000,11604.48,3567.92,8.44,20.6,3,176,0.17,970,1,56.33,26.48,0.7000000000000001,3
2023-01-05T21:00:00.000,13920.45,3517.63,8.31,20.8,2.9000000000000004,194,0.17,969,1.1,59.660000000000004,26.28,0.7000000000000001,3
2023-01-05T22:00:00.000,14767.9,3183.88,7.86,20.200000000000003,2.3000000000000003,212,0.17,969,1.1,65.98,29.41,1.8,6
2023-01-05T23:00:00.000,14085.7,3087.43,7.57,17.6,0.8,246,0.17,969,1,74.5,50.43,7.2,6
2023-01-06T00:00:00.000,13842.38,2969.46,7.48,15.600000000000001,1,281,0.17,969,1,84.48,48.49,4.800000000000001,6
2023-01-06T01:00:00.000,13501.92,2870.48,7.35,14.5,1,299,0.17,970,1.1,95.73,51.27,4.6000000000000005,6
2023-01-06T02:00:00.000,13405.83,2663.45,7.56,13.9,0.9,304,0.17,970,1.2000000000000002,107.52,53.14,4.5,6
2023-01-06T03:00:00.000,13361.6,2627.53,7.92,13.4,0.9,295,0.17,971,1.3,119.74000000000001,55.11,4.6000000000000005,6
2023-01-06T04:00:00.000,13483.55,2602.11,8.53,12.600000000000001,1,287,0.17,972,1.5,132.19,58.39,4.6000000000000005,6
2023-01-06T05:00:00.000,13865.8,2728.22,9.64,11.8,1,291,0.17,972,1.6,144.67000000000002,60.6,4.4,6
2023-01-06T06:00:00.000,13367.3,2761.98,9.6,11.5,0.8,306,0.17,972,1.6,156.77,61.58,4.4,6
2023-01-06T07:00:00.000,13253.38,2756.13,10.1,11.4,0.6000000000000001,321,0.17,971,1.5,166.86,63.050000000000004,4.6000000000000005,6
2023-01-06T08:00:00.000,12603.63,2892.63,9.72,11.3,0.5,335,0.17,971,1.4000000000000001,167.61,64.13,4.800000000000001,6
2023-01-06T09:00:00.000,12916.77,2871.64,9.09,11.3,0.6000000000000001,341,0.17,971,1.3,158.05,64.24,4.800000000000001,6
2023-01-06T10:00:00.000,13226.13,3093.99,8.73,10.8,0.7000000000000001,335,0.17,972,1.2000000000000002,146.04,67.14,4.9,6
2023-01-06T11:00:00.000,13543.78,3387.91,7.73,10.3,0.7000000000000001,352,0.17,972,1.1,133.57,70.24,5.1000000000000005,6
2023-01-06T12:00:00.000,13550.47,3637.09,7.74,10.100000000000001,0.6000000000000001,18,0.17,972,1,121.09,71.74,5.2,6
2023-01-06T13:00:00.000,13588.65,3679.72,7.47,10.100000000000001,0.7000000000000001,46,0.17,972,0.9,108.83,71.94,5.300000000000001,6
2023-01-06T14:00:00.000,13643.28,3730.33,7.44,9.600000000000001,0.8,64,0.17,973,0.9,96.98,74.3,5.300000000000001,6
2023-01-06T15:00:00.000,13452.38,3792.44,7.65,10.4,0.8,72,0.17,973,0.9,85.60000000000001,74.42,6,6
2023-01-06T16:00:00.000,13213.98,3759.49,7.74,13.200000000000001,1.5,71,0.17,974,0.9,75.49,62.49,6.2,6
2023-01-06T17:00:00.000,12582.67,3615.22,8.39,15.9,0.6000000000000001,50,0.17,974,0.9,66.75,48.53,5.1000000000000005,6
2023-01-06T18:00:00.000,12012.1,3643.28,8.92,17.6,0.7000000000000001,326,0.17,974,0.8,60.14,38.300000000000004,3.2,6
2023-01-06T19:00:00.000,11759.38,3523.1,8.38,18.6,1.2000000000000002,316,0.17,973,0.8,56.42,33.27,2.1,0
2023-01-06T20:00:00.000,11425.68,3386.15,8.61,19.200000000000003,1.5,318,0.17,972,0.8,56.2,30.41,1.4000000000000001,0
2023-01-06T21:00:00.000,11838.17,3269.79,8.52,19.3,1.6,320,0.17,972,0.8,59.52,29,0.8,3
2023-01-06T22:00:00.000,13788.13,2868.94,8.24,18.8,1.5,325,0.17,972,0.8,65.82000000000001,29.41,0.6000000000000001,3
2023-01-06T23:00:00.000,13615.57,2684.49,8.37,17.1,0.7000000000000001,325,0.17,972,0.8,74.34,43.87,4.7,6
2023-01-07T00:00:00.000,13430.72,2541.78,8.05,14.700000000000001,0.8,315,0.17,972,0.8,84.33,44.88,2.8000000000000003,6
2023-01-07T01:00:00.000,13254.25,2458.56,8.14,13.700000000000001,0.9,333,0.17,973,0.7000000000000001,95.58,45.56,2.1,6
2023-01-07T02:00:00.000,13253.7,2493.48,8.52,12.200000000000001,1.1,353,0.17,973,0.7000000000000001,107.37,50.85,2.3000000000000003,6
2023-01-07T03:00:00.000,13143.2,2477.45,8.9,10.8,1.2000000000000002,5,0.17,974,0.7000000000000001,119.59,55.39,2.2,6
2023-01-07T04:00:00.000,13038.03,2416.01,9.24,9.8,1.2000000000000002,16,0.17,974,0.7000000000000001,132.05,57.93,1.9000000000000001,6
2023-01-07T05:00:00.000,13362.57,2415.06,9.8,9,1.4000000000000001,30,0.17,973,0.7000000000000001,144.53,58.69,1.3,3
2023-01-07T06:00:00.000,12457.85,2580.16,10.09,8.4,1.9000000000000001,43,0.17,973,0.7000000000000001,156.62,58.6,0.8,3
2023-01-07T07:00:00.000,12149.25,2489.37,11.19,8.1,3,49,0.17,973,0.6000000000000001,166.70000000000002,57.15,0.1,3
2023-01-07T08:00:00.000,12008.82,2537.38,10.5,7.4,3.6,50,0.17,973,0.6000000000000001,167.55,57.45,-0.5,3
2023-01-07T09:00:00.000,12510.5,2739.52,9.26,6.800000000000001,3.9000000000000004,49,0.17,973,0.6000000000000001,158.06,57.71,-1,3
2023-01-07T10:00:00.000,13310.67,3227.05,8.4,6.4,4,48,0.17,973,0.6000000000000001,146.07,57.77,-1.3,3
2023-01-07T11:00:00.000,13509.8,3548.35,7.99,6,3.9000000000000004,48,0.17,972,0.6000000000000001,133.61,58.35,-1.6,3
2023-01-07T12:00:00.000,13673.45,3806.55,7.89,5.800000000000001,3.8000000000000003,50,0.17,972,0.5,121.13,58.77,-1.7,3
2023-01-07T13:00:00.000,13861.38,4061.28,7.55,5.6000000000000005,3.8000000000000003,52,0.17,972,0.5,108.86,59.45,-1.7,0
2023-01-07T14:00:00.000,14324.45,4376,7.43,5.4,3.7,54,0.17,973,0.4,97,60.28,-1.7,0
2023-01-07T15:00:00.000,14679.95,4875.16,7.75,7.5,4.4,56,0.17,973,0.4,85.60000000000001,52.95,-1.5,0
2023-01-07T16:00:00.000,14319.75,4892.6,7.82,10.5,3.8000000000000003,54,0.17,974,0.4,75.47,44.77,-1,0
2023-01-07T17:00:00.000,14077.97,4625.33,7.31,14.700000000000001,2.7,62,0.17,974,0.4,66.7,33.97,-1,0
2023-01-07T18:00:00.000,13627.08,4148.28,8.1,18.8,2,89,0.17,974,0.4,60.06,21.87,-3.5,0
2023-01-07T19:00:00.000,12937.8,3881.17,8.3,20.5,1,92,0.17,973,0.5,56.31,18.56,-4.2,6
2023-01-07T20:00:00.000,12711.67,3591.47,8.14,21.400000000000002,0.30000000000000004,63,0.17,972,0.5,56.07,16.9,-4.8,6
2023-01-07T21:00:00.000,12401.13,3349.62,8.86,21.6,0.4,357,0.17,972,0.5,59.36,16.62,-4.8,6
2023-01-07T22:00:00.000,11844.03,3229.95,8.63,21.3,0.5,9,0.17,972,0.5,65.66,17.650000000000002,-4.3,6
2023-01-07T23:00:00.000,10974.63,2933.56,8.22,19.5,0.30000000000000004,14,0.17,972,0.5,74.18,30.810000000000002,1.8,6
2023-01-08T00:00:00.000,10870.85,2779.02,8.2,17.2,0.5,18,0.17,972,0.5,84.18,27.51,-1.7,6
2023-01-08T01:00:00.000,10832.48,2618.33,8.25,15.700000000000001,0.9,41,0.17,972,0.6000000000000001,95.43,32.92,-0.6,6
2023-01-08T02:00:00.000,10863.88,2607.53,8.39,14.100000000000001,1.2000000000000002,54,0.17,972,0.6000000000000001,107.22,39.9,0.7000000000000001,6
2023-01-08T03:00:00.000,10840.08,2569.54,8.69,12.700000000000001,1.4000000000000001,65,0.17,972,0.7000000000000001,119.44,44.88,1,6
2023-01-08T04:00:00.000,10902.97,2516.76,9.2,11.4,1.5,71,0.17,973,0.7000000000000001,131.9,49.79,1.3,6
2023-01-08T05:00:00.000,11308.35,2613.38,9.73,10.5,1.6,75,0.17,973,0.7000000000000001,144.38,53.620000000000005,1.5,6
2023-01-08T06:00:00.000,11600.08,2666.66,10.29,9.8,1.7000000000000002,75,0.17,973,0.8,156.47,56.61,1.6,6
2023-01-08T07:00:00.000,11750.05,2649.87,10.66,9.1,1.9000000000000001,75,0.17,973,0.8,166.54,58.78,1.5,6
2023-01-08T08:00:00.000,11764.48,2719.26,10.29,8.6,1.9000000000000001,76,0.17,973,0.8,167.48,59.81,1.2000000000000002,6
2023-01-08T09:00:00.000,12704.1,3031.83,8.94,8.1,1.9000000000000001,76,0.17,973,0.8,158.07,60.03,0.8,6
2023-01-08T10:00:00.000,13172.13,3455.24,8.39,7.9,1.8,74,0.17,973,0.8,146.1,58.71,0.30000000000000004,6
2023-01-08T11:00:00.000,13325.15,3738.78,7.53,7.7,1.8,74,0.17,973,0.8,133.64000000000001,57.550000000000004,-0.2,6
2023-01-08T12:00:00.000,13688.2,4076.42,7.31,7.5,1.8,74,0.17,972,0.8,121.16,56.78,-0.5,6
2023-01-08T13:00:00.000,14659.05,4637.6,6.82,7.300000000000001,1.7000000000000002,75,0.17,973,0.8,108.88,56.63,-0.8,6
2023-01-08T14:00:00.000,15045.78,5069.74,7.03,7.300000000000001,1.7000000000000002,77,0.17,973,0.8,97.01,56.59,-0.8,6
2023-01-08T15:00:00.000,14962.8,5172.24,7.06,10.3,2,82,0.17,974,0.8,85.59,50.22,0.4,6
2023-01-08T16:00:00.000,15030.42,5364.89,6.85,13.8,3.1,79,0.17,974,0.8,75.44,37.76,-0.4,6
2023-01-08T17:00:00.000,14927.77,5163.62,7.3,16.7,2.9000000000000004,101,0.17,974,0.8,66.65,29.7,-1.1,6
2023-01-08T18:00:00.000,14614.27,4577.08,7.65,19.1,2.5,127,0.17,974,0.8,59.97,25.22,-1.3,6
2023-01-08T19:00:00.000,14013.08,4306.05,8.23,20.6,1.8,149,0.17,973,0.8,56.2,23.04,-1.2,6
2023-01-08T20:00:00.000,13208.63,3886.14,7.59,21.5,1.5,184,0.17,972,0.8,55.92,21.72,-1.3,6
2023-01-08T21:00:00.000,12947.6,3645.87,8.21,21.6,1.6,211,0.17,971,0.9,59.2,21.81,-1.2,6
2023-01-08T22:00:00.000,12628.88,3507.97,8.61,21.1,1.4000000000000001,233,0.17,971,0.9,65.49,23.48,-0.6,6
2023-01-08T23:00:00.000,12335.95,3246.97,8.5,18.400000000000002,0.8,259,0.17,971,1,74.02,44.63,6.1000000000000005,6
2023-01-09T00:00:00.000,11983.03,3055.3,8.34,15.600000000000001,1.1,282,0.17,971,0.9,84.02,43.06,3.1,6
2023-01-09T01:00:00.000,11585.55,2839.32,8.21,14.8,1.2000000000000002,307,0.17,972,0.9,95.27,39.52,1.2000000000000002,0
2023-01-09T02:00:00.000,11675.07,2865.15,8.55,14.4,1.1,337,0.17,972,0.8,107.07000000000001,38.28,0.4,0
2023-01-09T03:00:00.000,12179.85,2921.91,8.65,13.200000000000001,1.2000000000000002,359,0.17,972,0.9,119.3,40.980000000000004,0.2,6
2023-01-09T04:00:00.000,12439.27,2955.96,9.27,12.5,1.2000000000000002,30,0.17,972,0.9,131.76,42.25,0,6
2023-01-09T05:00:00.000,12776,2938.45,10.39,12.200000000000001,1.2000000000000002,56,0.17,973,0.9,144.23,42.410000000000004,-0.2,6
2023-01-09T06:00:00.000,13422.9,2989.97,10.58,11.700000000000001,1.2000000000000002,76,0.17,973,0.9,156.31,43.46,-0.3,6
